caseId,sourceName,articleTitle,articleUrl,canonicalEntity,entityType,eventType,publishBlocked,failureCodes,recommendedFixes
92c9b1146a0a833b,TVLine,Survivor 50 Recap: The Dragon Slayer Declares War,https://www.tvline.com/2143684/survivor-50-recap-episode-7-dee-voted-off/,The Dragon Slayer Declares,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
786d9db3fdc687f2,TVLine,Chicago Med: [Spoiler] Is Alive! Oliver Platt Teases 'Plenty Of Drama' Ahead,https://www.tvline.com/2143699/chicago-med-charles-alive-oliver-platt-interview-season-11-episode-17/,Plenty Of Drama,tv,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
e0431fd6b2644c12,TheWrap,"‘Welcome to Wrexham’ Renewed Through 2029 at FX, Sets Season 5 Premiere Date",https://www.thewrap.com/creative-content/tv-shows/welcome-to-wrexham-renewed-through-2029-fx-hulu/,"Welcome to Wrexham,",tv,renewal,true,CAPTION_BROKEN_QUOTE|CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_CANONICAL_ENTITY_MISMATCH|IMAGE_COMPANY_LOGO_MISUSED,Block company logos as primary images when a project or person entity exists.|Require selected images to be grounded in canonical allowed entities.|Reject broken quote fragments before captions can pass final validation.|Validate caption headline entity against canonical media title and allowed entities.
2a5fdbc0252f6188,TheWrap,Jimmy Kimmel Jokes Zendaya Is Probably the Reason No One on ‘Euphoria’ Knows Its Future: ‘Tom Holland Can’t Be Trusted’ | Video,https://www.thewrap.com/creative-content/tv-shows/jimmy-kimmel-zendaya-reason-no-one-knows-euphoria-future-tom-holland/,Jimmy Kimmel Live!,tv,interview_quote,true,CAPTION_BROKEN_QUOTE|IMAGE_COMPANY_LOGO_MISUSED,Block company logos as primary images when a project or person entity exists.|Reject broken quote fragments before captions can pass final validation.
e6ebd7be0a0fc3a7,TheWrap,CNN Promotes Alex MacCallum to Chief Operating Officer,https://www.thewrap.com/media-platforms/journalism/cnn-promotes-alex-maccallum-chief-operating-officer/,he further wrote.,movie,interview_quote,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
5b3ad3bcbdde3eb0,TheWrap,NFL Partnerships With Content Creators Are a Win-Win for Fans and Execs: ‘Give These Guys What They Need’ | Video,https://www.thewrap.com/culture-lifestyle/sports/nfl-partnerships-content-creator-hollywood-access/,"no f-king way I get to work with the NFL, this is amazing,",movie,interview_quote,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
926d7a91f5e65d23,TheWrap,"Lionsgate, Tubi Execs Share Their Secret to Creator Success in Hollywood",https://www.thewrap.com/industry-news/business/creator-business-hollywood-brad-haugen-dunia-mcneily-kudzi-chikumbu-panel-interview/,Haugen said.,tv,interview_quote,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
47664366f9c557b8,TheWrap,"Issa Rae Slams DEI Rollbacks, Breaks Down Hollywood’s ‘Identity Crisis’ Over Creators: ‘It’s Become a Bad Word’ | Video",https://www.thewrap.com/industry-news/business/issa-rae-hollywood-creator-identity-crisis-dei-rollbacks/,Rae added.,tv,interview_quote,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_CANONICAL_ENTITY_MISMATCH,Require selected images to be grounded in canonical allowed entities.|Validate caption headline entity against canonical media title and allowed entities.
53f7ee3996a6358e,TheWrap,"Creators Get Candid on Their Booming, Challenging Business: ‘You Need to Be Everywhere’ | Video",https://www.thewrap.com/industry-news/business/issa-rae-dhar-mann-creators-hollywood-future/,Kim said. The microdramas boom (new Image()).src =,tv,interview_quote,true,CAPTION_CONTAINS_HTML_ENTITY|CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY|CAPTION_HTML_ENTITY_LEAK,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Normalize HTML entities before quote validation and final caption validation.|Validate caption headline entity against canonical media title and allowed entities.
06d90d7c784b4aae,TheWrap,"BAFTA Board Apologizes, Sets 3-Step Plan to Ensure ‘Sinners’ N-Word Incident Doesn’t Happen Again",https://www.thewrap.com/creative-content/movies/bafta-board-apologizes-sinners-n-word-bbc-next-steps/,Sinners,movie,casting,false,,
8b002bc9b659b536,TheWrap,"‘Thrash’ Review: Not a Great Killer Shark Movie, but You Could Netflix and Gill",https://www.thewrap.com/creative-content/movies/thrash-review-netflix-tommy-wirkola/,Thrash,movie,casting,false,,
1c4b0da8e2087cdf,TheWrap,‘Michael’ Clip of Jaafar Jackson’s ‘Billie Jean’ Performance Slammed by Fans: ‘F–king Atrocious’,https://www.thewrap.com/creative-content/movies/michael-movie-clip-jaafar-jackson-billie-jean-fans-react/,"Motown 25: Yesterday, Today, Forever,",movie,interview_quote,true,IMAGE_CANONICAL_ENTITY_MISMATCH,Require selected images to be grounded in canonical allowed entities.
08c1b1bc16fbdf0b,SlashFilm,Stephen King Thinks This Sci-Fi Anthology Series Is Scarier Than The Twilight Zone,https://www.slashfilm.com/2143915/stephen-king-sci-fi-anthology-the-outer-limits-scarier-the-twilight-zone/,,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_TMBD_CANDIDATE_ZERO_TOKEN_OVERLAP|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add canonical token overlap gating before accepting TMDb title candidates.|Validate caption headline entity against canonical media title and allowed entities.
6d5ba2f54f6243bb,SlashFilm,Why The New Faces Of Death Movie May Be The Most Complex Horror Movie Of 2026,https://www.slashfilm.com/2143166/why-faces-of-death-most-complex-2026-horror-movie/,,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_SAFE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
891df1eb0e28da11,SlashFilm,The Pitt Season 2's Gilligan's Island Reference Explained,https://www.slashfilm.com/2144572/the-pitt-season-2-gilligans-island-reference-explained/,The Pitt Season,person,reveal,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
e42d8ae7570220c3,SlashFilm,For All Mankind Season 5 Just Gave Its Best Character A Perfect Send-Off,https://www.slashfilm.com/2144208/for-all-mankind-season-5-ed-baldwin-death-explained/,For All Mankind Season,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
fb6aec026117e166,SlashFilm,"Yes, The Boys Cast And Creators Know All About Your Homelander Memes",https://www.slashfilm.com/2144349/the-boys-cast-creators-homelander-memes-response/,,person,casting,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
14219ecfe2171af2,SlashFilm,Thrash Review: Netflix's New Shark Disaster Flick Is Exactly What You Want It To Be,https://www.slashfilm.com/2144278/thrash-2026-netflix-movie-review/,Thrash Revi,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
ebcf54edcface499,SlashFilm,Stormtroopers Take The Spotlight In Disney Store's New Star Wars Day 2026 Merchandise [Exclusive],https://www.slashfilm.com/2144418/stormtroopers-disney-store-star-wars-day-2026-merchandise/,Stormtroopers Take The Spotlight,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
e5b3887a2c5015fa,SlashFilm,The Pitt Season 2 Confirms What's Really Going On With Dr. Al-Hashimi,https://www.slashfilm.com/2144395/the-pitt-season-2-episode-14-dr-al-hashimi-secret-explained/,The Pitt Season,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
06cc4bce5dcf318c,SlashFilm,Invincible Season 4 Features A Major Star Trek: The Next Generation Actor In An Unexpected Role,https://www.slashfilm.com/2144352/invincible-season-4-star-trek-the-next-generation-actor-levar-burton/,Invincible Season,person,other,true,IMAGE_TMBD_CANDIDATE_ZERO_TOKEN_OVERLAP,Add canonical token overlap gating before accepting TMDb title candidates.
7a26908845e039ef,SlashFilm,Dan Levy's New Crime Comedy Series Is A Must-Watch On Netflix,https://www.slashfilm.com/2144396/dan-levy-crime-comedy-series-big-mistakes-streaming-netflix/,Dan Levy's New Crime,person,other,false,,
fc03c6b7287c0915,SlashFilm,"The Boys Season 5, Episode 2 Reveals What Ashley's Powers Are",https://www.slashfilm.com/2142207/the-boys-season-5-ashley-powers-explained/,The Boys Season,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
735af430ffc08167,SlashFilm,Why The Boys Season 5 Is So Different For Sister Sage [Exclusive],https://www.slashfilm.com/2143505/why-the-boys-season-5-different-sister-sage/,,person,other,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
cb6c7c8d52b4b567,SlashFilm,"Elisabeth Moss' Game-Changing Cameos In The Testaments, Explained",https://www.slashfilm.com/2143495/elisabeth-moss-cameo-the-testaments-explained/,Elisabeth Moss' Game-Changing Cameos,person,reveal,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
49ce162a4529550f,SlashFilm,The Boys Season 5 Parodies DC's Teen Titans With A Takedown Of Influencer Culture,https://www.slashfilm.com/2142145/the-boys-season-5-dc-teen-titans-parody-influencer-culture/,The Boys Season,person,other,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
df061172b646eca2,SlashFilm,Incredibles Director Brad Bird's Netflix Sci-Fi Movie Looks Like Everything We've Always Wanted,https://www.slashfilm.com/2144111/ray-gunn-incredibles-director-brad-bird-netflix-sci-fi-movie-first-look/,,person,other,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
e8633310f2f6d8ad,SlashFilm,The Punisher: One Last Kill Trailer Brings Frank Castle Out Of Hiding To Shoot Everyone,https://www.slashfilm.com/2144106/punisher-one-last-kill-trailer/,The Punisher,person,trailer,true,IMAGE_LOGO_OVERUSE|IMAGE_COMPANY_LOGO_MISUSED,Block company logos as primary images when a project or person entity exists.
486caf1794517f08,SlashFilm,How The Boys Season 5's Grotesque Love Sausage Fight Scene Was Filmed [Exclusive],https://www.slashfilm.com/2143960/how-the-boys-season-5-love-sausage-fight-scene-filmed/,,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
93e7edf6ae2bfb38,SlashFilm,"10 Best Fourth Movies In A Franchise, Ranked",https://www.slashfilm.com/2138772/best-fourth-movies-franchise-ranked/,,other,other,true,CAPTION_UNRESOLVED_TITLE|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
adb7e1d28592443f,SlashFilm,Mutiny Trailer: Jason Statham Isn't Taking Any Ship From These Dudes,https://www.slashfilm.com/2144036/mutiny-jason-statham-action-thriller-trailer/,Mutiny Trailer,person,trailer,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
101ad529cacc5245,SlashFilm,Exit 8 Review: This Creepy Liminal Horror Movie Keeps Going In Circles,https://www.slashfilm.com/2143418/exit-8-horror-movie-review/,This Creepy Liminal Horror,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
